TIPO,RESPOSTA,PARAGRAFO
R38,DISCORDO TOTALMENTE,"Mas você parece se sentir muito confortável para criar conexões emocionais e construir relações íntimas e profundas. "
R38,DISCORDO DE QUASE TUDO,"Mas você parece ficar confortável com a possibilidade de criar conexões emocionais e construir relações íntimas e profundas, mesmo que às vezes isso cause uma certa apreensão. Mostrar sua vulnerabilidade pode não ser muito fácil, mas você é capaz de conectar-se emocionalmente com as pessoas. "
R38,CONCORDO EM PARTE,"Você parece temer e até evitar relações íntimas, fazendo uso de barreiras emocionais para se proteger de eventuais decepções. Talvez seja importante refletir sobre suas experiências e observar se existe um padrão de autodefesa que te impede de viver relações íntimas. Para recuperar a autoconfiança nesse departamento, é preciso treinar uma comunicação aberta e transparência emocional. Dizer o que você espera e o que sente, e ouvir o que a outra pessoa espera e sente, é um bom começo: evita a criação de expectativas irreais e te poupa de novos desapontamentos. "
R38,CONCORDO TOTALMENTE,"O medo de intimidade prejudica significativamente sua capacidade de estabelecer conexões profundas, resultando em isolamento emocional. Talvez seja importante refletir sobre suas experiências, e tentar entender como te marcaram, para então reconhecer se existe um padrão de autodefesa que te impede de viver relações íntimas. Para recuperar a confiança nesse departamento, é preciso treinar, aos poucos, uma comunicação aberta e transparência emocional. Dizer o que você espera e o que sente, e abrir espaço para saber o que a outra pessoa espera e sente, é um bom começo: evita a criação de expectativas irreais e te poupa de novos desapontamentos."
P39,39 ANSIEDADE GENERALIZADA,"A <b>ansiedade</b> é uma resposta natural do organismo ao perigo, mas quando o sistema de alarme do cérebro está hiperativado, pode haver uma sensação constante de ameaça, mesmo na ausência de perigo. Isso ocorre porque a amígdala, a parte do cérebro responsável pelo processamento do medo, ainda pode estar ativada por traumas passados, o que gera um estado de alerta permanente. Essa ansiedade crônica afeta o bem-estar físico, a capacidade de concentração, a qualidade das interações e prejudica as experiências de vida."
R39 ,DISCORDO TOTALMENTE,"Você, no entanto, não parece apresentar sinais significativos de ansiedade, e é provável que consiga relaxar a maior parte do tempo sem dificuldade."
R39 ,DISCORDO DE QUASE TUDO,"Você pode ter uma leve ansiedade ocasional, mas isso não parece impactar significativamente a sua vida, nem te impedir de relaxar em momentos de descontração.
"
R39 ,CONCORDO EM PARTE,"Parece que você tem ansiedade regularmente, e isso prejudica seu bem-estar, sua concentração e sua capacidade de relaxar. Como já dissemos antes, é muito importante aprender técnicas de relaxamento comprovadamente eficazes na redução da ansiedade, tais como respiração profunda, meditação e mindfulness. Estabelecer uma rotina de sono regular e rituais noturnos relaxantes também pode ser muito benéfico, além de atividades físicas que permitam que o corpo canalize e consuma esse excesso de energia mental do sistema nervoso que leva à ansiedade.
"
R39 ,CONCORDO TOTALMENTE,"Sua ansiedade parece severa e provavelmente muito debilitante, afetando seu funcionamento e sua qualidade de vida. Como já dissemos antes, é fundamental aprender técnicas de relaxamento comprovadamente eficazes na redução da ansiedade, tais como respiração profunda, meditação e mindfulness. Estabelecer uma rotina de sono regular e rituais noturnos relaxantes também pode ser muito benéfico, além de atividades físicas que permitam que o corpo consuma esse excesso de energia do sistema nervoso. Exercícios físicos diminuem a tensão e equilibram os neurotransmissores associados à ansiedade."
P40,40 AUTENTICIDADE,"Os impactos do trauma na autoestima, na autoconfiança e na capacidade de confiar nos outros podem gerar sentimentos constantes de insegurança e medo de rejeição, o que dificulta muito a <b>autenticidade</b> – a tranquilidade de ser quem você é sem preocupar-se o tempo todo em agradar. O pré-requisito principal da autenticidade é segurança: quando pequenos, descobrimos rapidamente se é seguro expressar-se espontaneamente, ou se é preciso adequar-se para evitar rejeição ou punição. Crianças que crescem livres para ser como são preservam sua autenticidade na vida adulta; já aquelas que foram constantemente controladas, reprimidas ou punidas, acabam adequando-se àquilo que se espera delas para evitar maus-tratos – e, assim, perdem sua autenticidade."
R40,DISCORDO TOTALMENTE,"No entanto, seu teste não sugere que este seja o seu caso. Você parece confortável na própria pele e confiante para mostrar-se como é. "
R40,DISCORDO DE QUASE TUDO,"No entanto, exceto por uma pequena insegurança ocasional, você não parece ter dificuldade para mostrar-se como é. "
R40,CONCORDO EM PARTE,"Seu teste sugere que você se preocupa bastante em não dizer ou fazer algo que possa ser considerado “inadequado”. Sua autocrítica parece excessiva, o que aumenta a ansiedade social e não te deixa interagir tranquilamente. Essa rigidez pode estar ligada a uma idealização do ser humano, em que não há espaço para o erro, para a hesitação e para a dúvida. Mas tente não perder de vista que somos todos profundamente imperfeitos, e mesmo quem parece totalmente à vontade tem limitações. Quando aceitamos nossas fragilidades, nos humanizamos, e com isso abandonamos ideais inatingíveis. Para isso, é importante desenvolver a autoaceitação e a autocompaixão (o que leva naturalmente à aceitação e compaixão pelas pessoas). A autoaceitação te permite relaxar e interagir com mais autenticidade. Do ponto de vista científico, já está provado que a autocompaixão é <b>essencial</b> no processo de recuperação do trauma, pois permite que você se trate com mais gentileza e mais compreensão, o que melhora muito o bem-estar físico, mental e emocional. 
"
R40,CONCORDO TOTALMENTE,"Seu teste sugere que você se preocupa demais em não dizer ou fazer algo que possa ser considerado “inadequado”. Sua autocrítica excessiva só aumenta a ansiedade social e não te deixa interagir tranquilamente. Essa rigidez pode estar ligada a uma idealização do ser humano, em que não há espaço para o erro, para a hesitação e para a dúvida. Mas tente não perder de vista que somos todos profundamente imperfeitos, e mesmo quem parece totalmente à vontade tem limitações. Quando aceitamos nossas fragilidades, nos humanizamos, e com isso abandonamos ideais inatingíveis. Para isso, é fundamental desenvolver a autoaceitação e a autocompaixão (o que leva naturalmente à aceitação e compaixão pelas pessoas). A autoaceitação é um exercício, é preciso treiná-la pacientemente até ser capaz de interagir de forma mais autêntica. Do ponto de vista científico, já está provado que a autocompaixão é essencial no processo de recuperação do trauma, pois permite que você se trate com mais gentileza e compreensão, o que melhora muito o bem-estar físico, mental e emocional. "
P41,41 ANSIEDADE SOCIAL,"O <b>sentido de segurança</b> que nos acompanha no trânsito pelas diferentes esferas da vida está diretamente ligado à regulação do nosso sistema nervoso. Pessoas com trauma vivem num estado de hipervigilância caracterizado por ansiedade generalizada, medo constante, forte insegurança e sensação de vulnerabilidade. Esse estado as acompanha nos ambientes que frequentam, e permeia grande parte de seus relacionamentos, causando um desconforto crônico em praticamente todas as interações.  "
R41,DISCORDO TOTALMENTE,"Parece que você tem grande insegurança ou desconforto em vários ambientes, e transita com muita dificuldade pelas diferentes esferas da sua vida, o que aponta para uma forte ansiedade social. Mas assim como acontece com todos os impactos do trauma, essa ansiedade pode ser minimizada (ou mesmo eliminada) com o aprendizado de técnicas de regulação emocional. Além disso, participar de atividades coletivas criativas, como cantar em um coral, fazer aulas de dança ou teatro, por exemplo, também pode ajudar. São atividades que favorecem a sintonia entre os membros e propiciam um forte sentimento de pertencimento, importantíssimo para acalmar o sistema nervoso hiperativo. Por fim, uma terapia individual ou em grupo pode fornecer ferramentas para lidar com a ansiedade social. "
R41,DISCORDO DE QUASE TUDO,"Talvez seja o seu caso. Você pode ter muita insegurança ou desconforto em certos ambientes, e transita com dificuldade pelas diferentes esferas da sua vida, o que aponta para uma ansiedade social. Mas assim como acontece com todos os impactos do trauma, essa ansiedade pode ser minimizada (ou mesmo eliminada) com técnicas de regulação emocional. Além disso, participar de atividades coletivas criativas, como cantar em um coral, fazer aulas de dança ou teatro, por exemplo, também pode ajudar. São atividades que favorecem a sintonia entre os membros e propiciam um forte sentimento de pertencimento, importantíssimo para acalmar o sistema nervoso hiperativo. Por fim, uma terapia individual ou em grupo pode fornecer ferramentas para lidar com a ansiedade social."
R41,CONCORDO EM PARTE,"Felizmente, não parece ser o seu caso. Você pode ter um pouco de insegurança ou desconforto em certos ambientes, mas de um modo geral consegue transitar pelas diferentes esferas da sua vida sem muita dificuldade – o que é muito diferente da insegurança e desconforto crônicos vividos por pessoas com traumas severos. "
R41,CONCORDO TOTALMENTE ,"Felizmente, não é o seu caso. Você transita por diferentes ambientes e relações com tranquilidade e segurança, e se sente confortável em todas elas – o que é totalmente diferente da insegurança e desconforto crônicos experimentados por pessoas com traumas significativos ou severos."
P42,42 PÂNICO,"O <b>transtorno do pânico</b> é uma das formas mais intensas de hiperativação do sistema de alarme do cérebro. Durante um ataque de pânico, o corpo reage como se estivesse diante de um perigo iminente, com sintomas como palpitações, falta de ar, tontura, sudorese e sensação de estar prestes a morrer. É comum ataques de pânico estarem associados a traumas não-resolvidos, quando experiências extremamente dolorosas são engatilhadas e o cérebro responde imediatamente com um estado de alerta máximo."
R42,NÃO,"Mas seu teste não mostra que você tenha um histórico de ataques de pânico, o que é uma ótima notícia! Pessoas com traumas significativos ou severos frequentemente sofrem com esse tipo de problema. "
R42,NÃO SEI,"Seu teste sugere que você já pode ter passado por momentos de grande ansiedade, mas um ataque de pânico é algo inconfundível. Se você não tem certeza, provavelmente não foi pânico. "
R42,SIM,"Seu teste mostra que você já teve ataques de pânico, o que pode indicar uma ativação crônica do sistema de alarme, como ocorre nos casos de traumas não-resolvidos. É importante tentar identificar os gatilhos que desencadeiam reações de pânico, para poder evitá-los. Praticar técnicas de aterramento e respiração profunda, com ênfase em inspirações curtas e expirações longas, reduz a intensidade dos sintomas. Além disso, é bom evitar estimulantes (como cafeína, nicotina e açúcar, por exemplo), porque eles agravam a ansiedade. Se nada disso ajudar, considere buscar apoio profissional para aprender estratégias de manejo do pânico."
P43,43 CICLOS DE TRAUMA,"Muitas pessoas repetem <b>padrões de relacionamentos disfuncionais</b> sem perceber. Isso acontece porque o cérebro busca o que é familiar, mesmo quando o familiar não é saudável. Se a infância foi marcada por vínculos inseguros, relacionamentos abusivos ou negligência emocional, há maior probabilidade de buscar essas mesmas dinâmicas nos relacionamentos da vida adulta – simplesmente porque é o que o cérebro já conhece. "
R43,DISCORDO TOTALMENTE,"No entanto, não parece ser o caso. Seu teste sugere que você tem um padrão saudável de relacionamentos, sem atração por relações tóxicas e vínculos prejudiciais. "
R43,DISCORDO DE QUASE TUDO,"No entanto, parece que você não segue um padrão de vínculos disfuncionais. Você pode ter alguma dificuldade para reconhecer padrões negativos rapidamente, mas assim que os percebe tenta evitá-los e busca parcerias mais saudáveis. 
"
R43,CONCORDO EM PARTE,"Parece que você tem experimentado um padrão repetitivo de relações insatisfatórias ou disfuncionais, o que provavelmente impacta sua felicidade; mas você consegue reconhecer e se esforça para tentar mudar esse padrão. O primeiro passo para quebrá-lo é trabalhar o autoconhecimento para compreender o que você busca em um relacionamento, e assim fazer escolhas conscientes e positivas nesse departamento, em vez de repetir modelos negativos automaticamente. "
R43,CONCORDO TOTALMENTE,"Parece que você vive um ciclo de relacionamentos prejudiciais, repetindo as mesmas experiências que te magoam sem conseguir sair dessa dinâmica. O primeiro passo para quebrar esse padrão é trabalhar o autoconhecimento para compreender o que você busca em um relacionamento, e assim poder fazer escolhas mais conscientes e positivas nesse departamento. Quando nossos modelos são disfuncionais, dificilmente aprendemos como é uma relação saudável, e mergulhamos em relações tóxicas sem ter consciência. Mas é possível reaprender a relacionar-se de forma respeitosa, cuidadosa e satisfatória. Comece estabelecendo limites claros e tomando uma atitude caso não sejam respeitados, e priorize ao máximo sua segurança emocional. Se você sentir que não consegue impor limites, seria interessante buscar apoio terapêutico para quebrar esse ciclo de trauma. "
P44,44 RAIVA CRÔNICA,"A <b>raiva crônica</b> pode ser uma resposta a experiências repetidas de desrespeito dos seus limites na infância, ou à impossibilidade de expressar seus sentimentos. Quando somos continuamente impedidos de reagir à injustiça ou de expressar uma frustração, por exemplo, essas emoções reprimidas se acumulam, e podem vir à tona muito tempo depois de forma intensa e descontrolada. A raiva reprimida leva à raiva crônica, que pode levar a um padrão de raiva explosiva ou de fantasias agressivas. "
R44,DISCORDO TOTALMENTE,"Mas você consegue gerenciar bem sua raiva e parece expressá-la de forma saudável, sem fantasias agressivas recorrentes. "
R44,DISCORDO DE QUASE TUDO,"Mas apesar de sentir raiva e vontade de dar vazão a ela ocasionalmente de forma agressiva, parece que você consegue administrá-la sem ter fantasias violentas recorrentes. "
R44,CONCORDO EM PARTE,"Seu teste sugere que a raiva que você sente pode ser frequente e intensa, e talvez até afete seus relacionamentos. Praticar técnicas de regulação emocional pode ajudar a diminuir consideravelmente essa agressividade latente. "
R44,CONCORDO TOTALMENTE,"Seu teste indica que você sente uma raiva intensa e frequente, acompanhada de muita revolta e talvez dificuldade para conter impulsos agressivos. Praticar técnicas de regulação emocional, como respiração profunda e mindfulness, ajuda a diminuir consideravelmente essa agressividade. É importante tentar identificar os gatilhos dessa raiva, para criar estratégias de manejo que reduzam sua intensidade e permitam expressá-la de forma saudável. "
P45,45 SUSCEPTIBILIDADE AO ESTRESSE,"Pessoas expostas ao estresse tóxico nos primeiros anos de vida podem ter muita dificuldade para lidar com as demandas do dia a dia. Esta dificuldade pode estar ligada à falta de corregulação emocional na infância e adolescência, o que compromete o desenvolvimento e fortalecimento da <b>resiliência</b>. Assim, crianças que tiveram que lidar com estresse crônico sozinhas se tornam adultos muito mais suscetíveis à frustração e ao estresse, pois não têm, em sua “caixa de ferramentas”, a habilidade de lidar com ele sem perder o equilíbrio. Essa inabilidade faz com que pequenos problemas cotidianos pareçam avassaladores, e desafios rotineiros são sentidos como verdadeiras tragédias. "
R45,DISCORDO TOTALMENTE,"Você, no entanto, parece lidar muito bem com o estresse e consegue manter o equilíbrio diante das demandas do dia a dia.  "
R45,DISCORDO DE QUASE TUDO,"Você, no entanto, parece conseguir gerenciar momentos de estresse e as demandas externas sem sofrer muito desgaste e sem perder o equilíbrio.  "
R45,CONCORDO EM PARTE,"Parece que o estresse do dia a dia impacta significativamente seu humor, e sua capacidade de lidar com problemas parece um pouco reduzida. Mais uma vez, é importante desenvolver técnicas e estratégias de autorregulação emocional para conseguir atender às demandas externas e enfrentar problemas, sem que isso represente uma sobrecarga. "
R45,CONCORDO TOTALMENTE,"Parece que o estresse do dia a dia abala severamente seu humor, e sua capacidade de lidar com problemas parece muito comprometida. É provável que você sinta as demandas externas e as dificuldades do cotidiano como uma sobrecarga, a ponto de sentir que é impossível resolvê-las. Nesse caso, é fundamental desenvolver estratégias de regulação emocional, e tentar, sempre que possível, criar uma rotina mais equilibrada, sem se sobrecarregar emocionalmente. Além disso, é importante manter uma rede de apoio confiável, com quem você possa contar, e lembre-se de exercitar o corpo para liberar tensões acumuladas. Sedentarismo só aumenta os impactos do estresse na mente e no corpo. "
P46,46 IDEAÇÃO SUICIDA,"Uma das expressões mais extremas de traumas severos são os <b>pensamentos de autodestruição</b>, fortemente influenciados por depressão profunda e sentimentos de desesperança. Como você pôde ver ao longo deste relatório, traumas psicológicos impactam tantos aspectos da vida que, em muitos casos, beiram o insuportável. Por isso é crucial identificá-los e tratá-los: para devolver à pessoa traumatizada a esperança, a confiança, o amor-próprio, e a capacidade de sonhar. Sem isso, a vida não é mais que uma luta interminável para sobreviver.  "
R46,DISCORDO TOTALMENTE,"Felizmente, o suicídio está fora de questão para você! Saiba que é extremamente reconfortante saber que sua vida está em segurança. Seu teste mostra que você tem ferramentas de regulação emocional e resiliência para lidar com as eventuais tempestades e tristezas do caminho. "
R46,DISCORDO DE QUASE TUDO,"Felizmente, o suicídio parece fora de questão para você! Você pode ter momentos de profundo abatimento, mas nunca chegou perto de dar um fim a tudo.  Saiba que é extremamente reconfortante saber que sua vida está em segurança. Seu teste mostra que você tem ferramentas de regulação emocional e resiliência para lidar com as eventuais tempestades e tristezas do caminho."
R46,CONCORDO EM PARTE,"Parece que você já teve pensamentos autodestrutivos em momentos de profundo abatimento, mas conseguiu retomar o equilíbrio e a esperança. Seu teste mostra que nem sempre você consegue acessar as ferramentas de regulação emocional e resiliência quando tempestades e tristezas cruzam o seu caminho. Mas você está aqui! Isso indica que, apesar da ideação suicida como alternativa para um intenso sofrimento, você não sucumbiu.  Essa é a prova de que sua esperança foi maior que o desespero, e isso é formidável! Agora é preciso desenvolver sua resiliência. Como? Investindo em técnicas de regulação emocional para não sair do eixo quando tem dificuldades, fortalecendo sua rede de apoio – estreitando os laços, sempre que possível, com parentes, aproximando-se de amigos, criando novos vínculos afetivos…e até mesmo tendo um animal de estimação! Resiliência não significa ausência de sofrimento. Significa, antes, a capacidade de passar por situações difíceis e potencialmente traumáticas sem abandonar o autocuidado, sem se desesperar, e sem ter um colapso. Significa aceitar que a vida tem fases extremamente difíceis, mas acreditar que as coisas vão mudar; por fim, significa recuperar o equilíbrio a cada tombo e ser capaz de ir em frente. Acredite em você. Reconheça seu valor. E não permita que as dores do mundo em que vivemos te façam desistir. O mundo precisa de pessoas sensíveis como você, que se refazem de um sofrimento intenso, e ainda conseguem transformá-lo em algo belo. "
R46,CONCORDO TOTALMENTE,"Você já passou por momentos de profundo abatimento e desespero, em que fantasias de autodestruição pareceram a única solução. Seu teste mostra que você tem dificuldade para acessar (ou talvez não tenha desenvolvido) ferramentas de regulação emocional e resiliência necessárias para enfrentar tempestades e tristezas. Mas você está aqui! Isso indica que, apesar da ideação suicida como alternativa para um intenso sofrimento, você não sucumbiu! Essa é a prova de que sua esperança foi maior que o desespero, e isso é formidável! Agora é fundamental dedicar tempo e energia para desenvolver a resiliência, para que o suicídio jamais seja uma opção. Para isso, é necessário aprender técnicas de regulação emocional, que te impeçam de sair do eixo durante os desafios, por maiores que pareçam; outro aspecto crucial nesse processo é o fortalecimento de sua rede de apoio: tente estreitar laços com parentes, aproximar-se de amigos, criar novos vínculos afetivos, ou até mesmo ter um animal de estimação! Resiliência não significa ausência de sofrimento. Significa, antes, a capacidade de passar por situações potencialmente traumáticas sem abandonar o autocuidado, sem desesperar e sem ter um colapso; também significa aceitar que a vida pode ter fases medonhas, mas acreditar que as coisas podem mudar; por fim, significa recuperar o equilíbrio a cada tombo e continuar a caminhada. Acredite em você. Reconheça seu valor. E não permita que as dores do mundo em que vivemos te façam desistir. O mundo precisa de pessoas sensíveis como você, que se refazem de um intenso sofrimento, e ainda conseguem transformá-lo em algo belo. "
S5,INFÂNCIA,"A infância é um período crítico para o desenvolvimento emocional, cognitivo e social, e as experiências vividas nessa fase têm forte impacto na saúde física e mental ao longo da vida. Isso acontece porque o cérebro humano se desenvolve a partir das primeiras interações do bebê com os pais ou cuidadores, e a forma como lidamos com nós mesmos e com o mundo dali em diante é moldada por estas interações do início da vida. Experiências traumáticas na infância podem ser particularmente danosas, pois prejudicam o bom desenvolvimento de habilidades fundamentais, como regulação emocional, resiliência, confiança, autoestima e aprendizado, além de afetar a formação da personalidade. As perguntas que você respondeu neste bloco se relacionam a experiências fundantes da infância, como apoio emocional e criação de um sentimento de pertencimento, corregulação emocional e construção da resiliência, aceitação e encorajamento da autenticidade e, por fim, o estabelecimento de confiança nos adultos cuidadores. "
P47,47 PERTENCIMENTO,"Desde o nascimento, a maior necessidade humana é a de <b>pertencimento</b>: a criança é biologicamente programada para conectar-se emocionalmente com o adulto cuidador, de quem depende completamente para sobreviver. O estabelecimento deste vínculo é crucial para o bom desenvolvimento, e acontece através da repetição consistente de experiências de cuidado e acolhimento. Sempre que o bebê tem suas necessidades básicas atendidas (não somente de alimento, calor e conforto, mas também de proximidade e proteção), de forma eficiente e sensível, ele aprende que pode confiar no adulto cuidador. E não apenas confiar: ele aprende que é importante para o adulto. Essa confiança e valorização criam um sentimento de pertencimento e segurança que o acompanham pela vida. A qualidade dessa conexão é determinante para a criação de memórias da infância. Crianças que se sentem seguras têm grandes chances de desenvolver muitas memórias positivas, pois conseguem relaxar, expressar o que sentem e explorar o mundo sem medo de abandono, rejeição ou punição. Uma atmosfera familiar segura significa que há espaço para o erro, para a expressão genuína de sentimentos difíceis, e para a diversão. Quanto mais forte o sentimento de pertencimento, mais memórias felizes são formadas. "
R47,DISCORDO TOTALMENTE,"Você provavelmente não teve vivências boas nessa área. Seu teste mostra que você não tem memórias felizes da infância, e que nunca soube o que é pertencimento – um sentimento crucial para o desenvolvimento da autoestima, da confiança nos outros e da resiliência. Por conta disso, você certamente enfrentou muitas dificuldades emocionais ao longo da vida, sem recursos para conseguir lidar com elas de forma saudável. A boa notícia é que é possível desenvolver a resiliência em qualquer fase da vida. Pode não ser tão fácil e natural como quando a aprendemos na infância, mas ainda assim é uma habilidade que você pode exercitar até se tornar um mecanismo natural de enfrentamento. Mas raramente desenvolvemos resiliência sozinhos: essa tarefa requer tanto apoio social (família, amigos ou companheiros), como profissional, sobretudo nos casos de muito isolamento e pouca confiança nas pessoas. "
R47,DISCORDO DE QUASE TUDO,"Você não parece ter tido muitas vivências boas nessa área. Seu teste mostra que você tem poucas memórias felizes da infância, e que raramente experimentou uma sensação de pertencimento – um sentimento crucial para o desenvolvimento da autoestima, da confiança nos outros e da resiliência. Por conta disso, você pode ter enfrentado dificuldades emocionais, sem muitos recursos para lidar com elas. A boa notícia é que é possível desenvolver a resiliência em qualquer fase da vida. Pode não ser tão fácil e natural como quando a aprendemos na infância, mas ainda assim é uma habilidade que você pode exercitar até se tornar um mecanismo natural de enfrentamento. "
R47,CONCORDO EM PARTE,"Você teve boas vivências nessa área. Seu teste mostra que você tem memórias felizes da infância, que trazem conforto em momentos mais frágeis e indicam que você pode aprender o que é pertencimento, mesmo que não o tempo todo. Isso não impediu que você enfrentasse dificuldades emocionais ao longo da vida, mas certamente contribuiu para desenvolver sua resiliência, mesmo que de forma imperfeita. Mesmo que às vezes pareça pouco, foi muito mais do que a maioria das pessoas viveu no começo de suas vidas.  "
R47,CONCORDO TOTALMENTE,"Você teve a sorte de saber o que é isso. Seu teste mostra que você tem muitas memórias felizes da sua infância, que trazem grande conforto e mostram que você sabe o que é pertencimento. Isso não impediu que você enfrentasse dificuldades emocionais, mas certamente contribuiu para a construção e o fortalecimento da sua resiliência, que te ajuda até hoje a superar dificuldades. "
P48 ,48 CORREGULAÇÃO EMOCIONAL,"Toda criança precisa da ajuda de um adulto acolhedor, calmo e confiável, para aprender a acalmar-se. O acolhimento consistente de um dos pais ou cuidadores ensina a criança a expressar suas emoções, a nomeá-las (medo, tristeza, frustração, raiva, indignação, etc.) e a lidar com elas de forma saudável, aceitando-as como algo natural e passageiro. O conforto e a calma oferecidos pelo adulto permitem que a criança aprenda a regular suas emoções – é isso a <b>corregulação emocional</b>, que repetida muitas vezes resulta em boa capacidade de <b>autorregulação</b> ao longo da vida. Mas, para que aconteça, é preciso haver confiança da parte da criança, ou a certeza de que não será punida, ignorada, diminuída ou ridicularizada pelo adulto. E é preciso que o adulto saiba lidar com emoções fortes sem perder a calma, ou seja, que ele próprio seja capaz de autorregular-se. Infelizmente, não é o que acontece na maioria das famílias: crianças temem a reação dos adultos e evitam expor seus sentimentos, seja para poupá-los (nos casos de <b>parentificação</b>) ou para proteger-se. Assim, aprendem formas de lidar sozinhas com suas aflições, sem estarem prontas para isso, o que leva à criação de mecanismos de enfrentamento pouco saudáveis na adolescência e vida adulta.  "
R48,"SIM, SEMPRE","Mas este definitivamente não parece ser o seu caso. Você teve a grande sorte de ter pais ou cuidadores que sempre te acolheram em momentos de tristeza, medo ou frustração, o que é uma raridade! E, além de raro, precioso: esse acolhimento consistente na infância contribuiu muito para sua capacidade de controle emocional hoje em dia; você pode sentir raiva, medo e frustração como qualquer outra pessoa, mas é capaz de manter o equilíbrio e lidar com a situação sem reações exageradas. "
R48,ÀS VEZES,"Mas este não parece ser o seu caso. Você teve a sorte de ter pais ou cuidadores que te acolhiam em momentos de tristeza, medo ou frustração, mesmo que não fosse sempre. Esse acolhimento na infância pode não ter sido tão frequente quanto você precisou, mas contribuiu para sua capacidade de controle emocional hoje em dia. Você certamente sente raiva, medo e frustração, como qualquer outra pessoa, mas consegue lidar com a situação sem sair do eixo, e isso se deve em parte aos momentos de acolhimento da infância. "
R48,RARAMENTE,"Parece que você teve poucas experiências de acolhimento por parte de pais ou cuidadores quando sentiu medo, raiva ou frustração. Esse acolhimento esporádico na infância ficou aquém do que você precisou, e sem esse modelo de corregulação emocional você pode ter crescido com poucos mecanismos saudáveis de enfrentamento. Além disso, é bem possível que tenha dificuldade para pedir ajuda, para controlar suas emoções e para exercer o autocuidado, podendo abandonar suas próprias necessidades com frequência. Isso acontece porque repetimos os modelos que aprendemos na infância: quando fomos acalmados, aprendemos a nos acalmar; quando nos sentimos valorizados e respeitados, aprendemos o amor-próprio e o auto-respeito; quando nos sentimos acolhidos, aprendemos a nos acolher, e quando nos sentimos cuidados, aprendemos a nos cuidar. Qualquer interrupção ou falha nesse aprendizado prejudica a aquisição dessas habilidades para a vida adulta, resultando em falta de amor próprio, desrespeito às nossas necessidades, falta de acolhimento e cuidado com nós mesmos. Mas, é claro, isso tudo pode ser aprendido e cultivado. Precisamos antes reconhecer o que nos falta, para então buscar formas saudáveis de preencher essas lacunas. "
R48,NUNCA,"Parece que você não teve experiências de acolhimento por parte de pais ou cuidadores quando sentiu medo, raiva ou frustração. Essa falta de acolhimento na infância e a ausência de modelos de corregulação emocional provavelmente causaram em você um forte sentimento de abandono, e te privaram de aprender mecanismos saudáveis de enfrentamento. Além disso, é provável que você tenha dificuldade para pedir ajuda, para controlar suas emoções e até mesmo para exercer o autocuidado, abandonando suas próprias necessidades com frequência. Isso acontece porque repetimos os modelos que aprendemos na infância: quando fomos acalmados, aprendemos a nos acalmar; quando nos sentimos valorizados e respeitados, aprendemos o amor-próprio e o auto-respeito; quando nos sentimos acolhidos, aprendemos a nos acolher, e quando nos sentimos bem cuidados, aprendemos a nos cuidar. Qualquer interrupção ou falha nesse aprendizado prejudica a aquisição dessas habilidades para a vida adulta, resultando em falta de amor próprio, desrespeito às nossas necessidades, falta de acolhimento e cuidado com nós mesmos. Mas, é claro, isso tudo pode ser aprendido e cultivado. É preciso reconhecer o que nos falta, para então buscar formas saudáveis de preencher essas lacunas. Psicoterapia pode ser de grande ajuda nesse aprendizado. "
P49,49 ACEITAÇÃO,"<b>Aceitação e compreensão</b> de pais ou cuidadores é essencial para a formação de uma <b>autoimagem positiva</b> e da <b>autenticidade</b>. O psicanalista infantil John Bowlby afirmava que o amor incondicional é um pilar essencial para a formação de vínculos seguros: quando a criança se sente verdadeiramente aceita, ela desenvolve a confiança e a autoestima necessárias para explorar o mundo e construir relações saudáveis. Um ambiente emocional seguro é aquele onde a criança pode se expressar sem preocupar-se em agradar, e sem medo de desagradar. Por outro lado, a falta de aceitação e a incompreensão constantes levam à necessidade de adaptar-se às expectativas parentais, mesmo que isso anule a própria autenticidade. "
R49,"SIM, SEMPRE","Mas felizmente você não passou por isso. Você parece ter crescido sem ter de se esforçar para ser o que não é, e teve a compreensão de pais ou cuidadores quando precisou. Isso ajudou a preservar sua autenticidade."
R49,ÀS VEZES,"Mas felizmente parece que você não passou por isso. Seu teste sugere que você não precisou se esforçar constantemente para ser o que não é, e teve a compreensão de pais ou cuidadores a maior parte do tempo, o que ajudou a preservar sua autenticidade.  "
R49,RARAMENTE,"Parece que você sabe o que é isso. Seu teste sugere que você se esforçou para atender a expectativa parental (o que pode ter prejudicado sua autenticidade), e que poucas vezes teve a compreensão que precisava. Essa incompreensão e falta de aceitação na infância podem ter levado a um sentimento constante de inadequação na vida adulta, à necessidade de aprovação externa e a um medo considerável de errar."
R49,NUNCA,"E você sabe o que é isso. Seu teste sugere que você se esforçou muito para atender à expectativa parental (o que certamente prejudicou sua autenticidade), e que quase nunca teve a compreensão que precisava. Essa incompreensão e falta de aceitação na infância podem ter originado um sentimento constante de inadequação, muita necessidade de aprovação externa e um medo enorme de errar."
